@relation 'final data set-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.instance.Resample-B0.0-S0-Z80.0-weka.filters.supervised.instance.SMOTE-C0-K5-P100.0-S1'

@attribute '         AGE' numeric
@attribute '     GENDER' {male,female}
@attribute '    HOUSING ' {own,free,rent}
@attribute ' CREDIT AMOUNT' numeric
@attribute ' PURPOSE' {radio/TV,education,furniture/equipment,car,business,'domestic appliances',repairs,vacation/others}
@attribute ' CLASS' {good,bad}
@attribute '  CREDIT HISTORY ' {'Critical/other credits existing','Existing paid','Delayed previously','No credits/all paid ','All paid'}
@attribute '       JOB' {Skilled,'Unskilled- Resident',Self-employed,'Unskilled- Non resident'}

@data
41,male,rent,1469,car,good,'Existing paid','Unskilled- Resident'
24,female,rent,4811,car,good,'Existing paid','Unskilled- Resident'
40,male,own,1155,radio/TV,good,'Existing paid','Unskilled- Resident'
45,male,free,7882,furniture/equipment,good,'Existing paid',Skilled
63,male,own,1520,furniture/equipment,good,'Critical/other credits existing',Skilled
35,male,free,9055,education,good,'Existing paid','Unskilled- Resident'
63,male,free,13756,car,good,'Critical/other credits existing',Self-employed
42,male,own,2577,furniture/equipment,good,'Existing paid',Skilled
46,female,own,2251,furniture/equipment,good,'Existing paid','Unskilled- Resident'
25,female,rent,3972,furniture/equipment,good,'Existing paid',Skilled
29,male,own,2743,radio/TV,good,'Critical/other credits existing',Skilled
33,female,own,3244,furniture/equipment,good,'No credits/all paid ',Skilled
22,male,free,3149,furniture/equipment,good,'Existing paid',Skilled
50,male,own,1574,furniture/equipment,good,'Existing paid',Skilled
22,female,rent,3650,furniture/equipment,good,'Existing paid',Skilled
26,male,rent,3577,car,good,'Existing paid',Skilled
36,male,rent,7057,car,good,'Delayed previously',Self-employed
29,female,own,2679,car,good,'Existing paid',Self-employed
36,male,rent,6967,business,good,'Delayed previously',Self-employed
35,male,own,4679,car,good,'Delayed previously','Unskilled- Resident'
28,female,rent,2603,car,good,'Existing paid',Skilled
26,male,own,1076,business,good,'Existing paid',Skilled
27,male,own,4020,furniture/equipment,good,'Existing paid',Skilled
47,male,own,3422,furniture/equipment,good,'Existing paid',Skilled
30,male,own,1602,car,good,'Critical/other credits existing',Skilled
34,male,own,2622,business,good,'Existing paid',Skilled
37,male,own,12749,radio/TV,good,'Delayed previously',Self-employed
23,male,rent,1297,radio/TV,good,'Existing paid',Skilled
42,male,own,1455,car,good,'Critical/other credits existing','Unskilled- Resident'
35,male,rent,1204,car,good,'No credits/all paid ',Skilled
25,female,own,2631,repairs,good,'Existing paid','Unskilled- Resident'
24,female,free,5743,education,good,'Critical/other credits existing',Skilled
28,female,rent,2606,radio/TV,good,'Existing paid',Self-employed
28,male,own,484,radio/TV,good,'Existing paid','Unskilled- Resident'
36,male,rent,2799,car,good,'Critical/other credits existing',Skilled
64,male,own,3832,education,good,'Existing paid','Unskilled- Resident'
27,male,own,2326,business,good,'Critical/other credits existing',Skilled
46,male,own,1829,radio/TV,good,'Critical/other credits existing',Skilled
23,female,own,996,repairs,good,'Critical/other credits existing',Skilled
37,male,own,3878,car,good,'Critical/other credits existing',Skilled
47,male,own,958,car,good,'Critical/other credits existing','Unskilled- Resident'
20,female,rent,2221,furniture/equipment,good,'Existing paid',Skilled
42,male,free,10477,car,good,'Critical/other credits existing',Skilled
40,male,own,3590,business,good,'Critical/other credits existing','Unskilled- Non resident'
26,male,own,1934,radio/TV,good,'Critical/other credits existing',Skilled
40,female,own,7678,furniture/equipment,good,'Delayed previously',Skilled
33,female,own,1474,furniture/equipment,good,'Existing paid',Self-employed
31,male,own,1546,car,good,'Existing paid','Unskilled- Resident'
44,male,own,4716,car,good,'Critical/other credits existing','Unskilled- Resident'
27,male,own,937,education,good,'Existing paid','Unskilled- Resident'
34,male,own,2415,radio/TV,good,'Existing paid',Skilled
47,male,own,3017,radio/TV,good,'Critical/other credits existing',Skilled
25,male,own,1138,radio/TV,good,'Critical/other credits existing','Unskilled- Resident'
66,male,free,1526,car,good,'Critical/other credits existing',Self-employed
49,male,own,3656,radio/TV,good,'Critical/other credits existing','Unskilled- Resident'
36,male,own,909,car,good,'Existing paid',Skilled
48,female,own,4351,furniture/equipment,good,'Existing paid','Unskilled- Resident'
26,female,rent,5433,car,good,'Existing paid',Self-employed
25,male,own,1138,radio/TV,good,'Critical/other credits existing','Unskilled- Resident'
32,male,own,6078,car,good,'Existing paid',Skilled
35,female,own,3447,education,good,'All paid','Unskilled- Resident'
53,male,own,2835,furniture/equipment,good,'Existing paid',Skilled
25,female,own,5771,radio/TV,good,'Critical/other credits existing',Skilled
40,male,own,701,radio/TV,good,'Existing paid','Unskilled- Resident'
36,male,free,846,radio/TV,good,'Delayed previously',Skilled
23,female,rent,3758,radio/TV,good,'Existing paid','Unskilled- Non resident'
30,male,rent,2063,radio/TV,good,'Existing paid',Self-employed
47,male,own,3422,furniture/equipment,good,'Existing paid',Skilled
65,male,own,3394,repairs,good,'Critical/other credits existing','Unskilled- Non resident'
52,male,own,3077,radio/TV,good,'Existing paid',Skilled
34,male,own,2415,radio/TV,good,'Existing paid',Skilled
47,male,own,2353,car,good,'Delayed previously',Skilled
35,female,own,3447,education,good,'All paid','Unskilled- Resident'
42,female,rent,409,radio/TV,good,'All paid',Skilled
40,male,own,7374,furniture/equipment,good,'Critical/other credits existing',Self-employed
56,male,free,4796,car,good,'Critical/other credits existing',Skilled
29,female,own,1412,business,good,'Critical/other credits existing',Self-employed
68,male,free,1175,car,good,'Critical/other credits existing','Unskilled- Non resident'
24,female,own,8487,car,good,'Existing paid',Skilled
31,male,own,1449,business,good,'Delayed previously',Skilled
28,female,own,2073,radio/TV,good,'Existing paid',Skilled
26,male,own,783,car,good,'All paid','Unskilled- Resident'
46,male,own,6842,car,good,'Critical/other credits existing',Self-employed
26,male,own,907,business,good,'Existing paid',Skilled
31,male,free,7582,vacation/others,good,'Delayed previously',Self-employed
42,male,own,1544,radio/TV,good,'Critical/other credits existing','Unskilled- Resident'
37,male,own,3878,car,good,'Critical/other credits existing',Skilled
31,male,own,6148,car,good,'No credits/all paid ',Skilled
70,male,free,7308,car,good,'Existing paid',Self-employed
28,male,own,1797,business,good,'Critical/other credits existing','Unskilled- Resident'
47,male,own,731,car,good,'Critical/other credits existing','Unskilled- Resident'
22,male,own,1514,repairs,good,'Existing paid',Skilled
26,female,rent,2812,car,good,'Existing paid',Skilled
36,male,rent,6967,business,good,'Delayed previously',Self-employed
30,female,own,960,furniture/equipment,good,'Delayed previously',Skilled
35,male,rent,1418,car,good,'Existing paid','Unskilled- Resident'
46,female,own,3594,car,good,'Delayed previously','Unskilled- Resident'
27,male,own,1168,car,good,'Existing paid','Unskilled- Resident'
47,male,own,1393,education,good,'Existing paid',Skilled
26,female,rent,3599,furniture/equipment,good,'Existing paid','Unskilled- Resident'
34,male,own,1591,furniture/equipment,good,'Delayed previously',Self-employed
37,male,rent,3676,car,good,'Critical/other credits existing',Skilled
23,female,own,1498,radio/TV,good,'Existing paid',Skilled
37,male,own,3878,car,good,'Critical/other credits existing',Skilled
25,male,own,5152,radio/TV,good,'Existing paid',Skilled
31,male,own,1393,car,good,'Existing paid',Skilled
47,male,own,3578,radio/TV,good,'Critical/other credits existing',Skilled
46,female,own,2251,furniture/equipment,good,'Existing paid','Unskilled- Resident'
28,male,own,5371,furniture/equipment,good,'Critical/other credits existing',Skilled
37,male,own,10222,radio/TV,good,'Existing paid',Skilled
27,male,own,2326,business,good,'Critical/other credits existing',Skilled
29,female,own,3357,radio/TV,good,'Existing paid',Skilled
41,female,rent,3868,car,good,'Critical/other credits existing',Self-employed
41,male,rent,1469,car,good,'Existing paid','Unskilled- Resident'
51,female,own,682,car,good,'Critical/other credits existing',Skilled
40,male,own,3590,business,good,'Critical/other credits existing','Unskilled- Non resident'
34,female,rent,3017,furniture/equipment,good,'Existing paid',Self-employed
27,male,own,1391,business,good,'Existing paid',Skilled
42,male,own,3331,furniture/equipment,good,'Critical/other credits existing',Skilled
35,male,own,2141,radio/TV,good,'Existing paid',Skilled
29,male,rent,2108,radio/TV,good,'Existing paid',Skilled
40,female,own,894,education,good,'Existing paid',Skilled
62,male,own,1338,'domestic appliances',good,'Existing paid',Skilled
31,female,own,9566,radio/TV,good,'Critical/other credits existing',Skilled
23,female,rent,1236,'domestic appliances',good,'Existing paid',Skilled
23,female,own,1961,car,good,'Existing paid',Self-employed
26,male,own,5117,business,good,'Delayed previously',Skilled
55,male,free,1555,repairs,bad,'Delayed previously',Skilled
30,male,own,1823,radio/TV,bad,'Existing paid',Self-employed
24,female,own,1228,car,bad,'Existing paid','Unskilled- Resident'
24,female,rent,1207,car,bad,'Existing paid',Skilled
26,female,own,10974,furniture/equipment,bad,'Existing paid',Self-employed
30,male,own,4455,business,bad,'Delayed previously',Self-employed
57,male,own,709,radio/TV,bad,'Existing paid','Unskilled- Resident'
47,male,own,2538,car,bad,'Delayed previously','Unskilled- Resident'
57,male,free,2225,car,bad,'Delayed previously',Skilled
37,female,own,1274,car,bad,'Existing paid','Unskilled- Resident'
27,male,own,8648,business,bad,'Delayed previously',Skilled
66,male,own,1908,business,bad,'Delayed previously',Self-employed
57,male,free,14318,car,bad,'Existing paid',Self-employed
34,male,free,3844,business,bad,'No credits/all paid ','Unskilled- Resident'
37,male,free,1819,education,bad,'Existing paid',Skilled
20,female,rent,1282,furniture/equipment,bad,'Existing paid',Skilled
27,male,own,10961,radio/TV,bad,'Existing paid',Skilled
33,male,rent,2384,repairs,bad,'Existing paid','Unskilled- Resident'
25,male,own,4933,radio/TV,bad,'Critical/other credits existing',Skilled
45,male,own,2303,car,bad,'Existing paid',Skilled
29,female,own,3499,car,bad,'Critical/other credits existing',Skilled
25,male,own,14421,business,bad,'No credits/all paid ',Skilled
20,male,own,2996,furniture/equipment,bad,'Existing paid',Skilled
33,male,own,727,radio/TV,bad,'Existing paid','Unskilled- Resident'
37,male,own,1344,car,bad,'Critical/other credits existing','Unskilled- Resident'
37,male,own,2100,radio/TV,bad,'Existing paid',Skilled
25,female,own,4736,furniture/equipment,bad,'Critical/other credits existing','Unskilled- Resident'
29,male,own,5179,furniture/equipment,bad,'Existing paid',Skilled
22,female,rent,1366,radio/TV,bad,'Existing paid',Skilled
28,female,own,2278,car,bad,'No credits/all paid ',Skilled
27,male,own,2820,car,bad,'Critical/other credits existing',Skilled
20,female,rent,2039,furniture/equipment,bad,'Existing paid',Skilled
27,male,own,14027,car,bad,'Existing paid',Self-employed
31,male,own,3108,furniture/equipment,bad,'Existing paid','Unskilled- Resident'
30,female,own,918,furniture/equipment,bad,'Existing paid',Skilled
36,male,rent,7297,business,bad,'Existing paid',Skilled
24,female,own,626,radio/TV,bad,'All paid','Unskilled- Resident'
25,female,own,4736,furniture/equipment,bad,'Critical/other credits existing','Unskilled- Resident'
23,male,own,2520,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
24,female,own,1228,car,bad,'Existing paid','Unskilled- Resident'
27,male,own,3552,furniture/equipment,bad,'All paid',Skilled
43,male,own,4057,furniture/equipment,bad,'Existing paid',Skilled
46,male,free,6331,car,bad,'Critical/other credits existing',Skilled
39,male,free,10297,car,bad,'Existing paid',Skilled
34,female,free,1837,education,bad,'All paid','Unskilled- Resident'
29,male,free,2149,radio/TV,bad,'All paid',Skilled
44,male,rent,3384,furniture/equipment,bad,'Critical/other credits existing',Self-employed
40,male,own,4297,furniture/equipment,bad,'Delayed previously',Self-employed
37,male,own,2100,radio/TV,bad,'Existing paid',Skilled
35,male,own,691,car,bad,'Critical/other credits existing',Skilled
30,male,free,3349,furniture/equipment,bad,'All paid',Skilled
40,male,own,4297,furniture/equipment,bad,'Delayed previously',Self-employed
22,female,own,5951,radio/TV,bad,'Existing paid',Skilled
40,male,own,1647,car,bad,'All paid','Unskilled- Resident'
27,male,free,1422,car,bad,'Existing paid',Self-employed
34,male,own,11998,repairs,bad,'Existing paid','Unskilled- Resident'
35,female,own,1381,car,bad,'Existing paid',Skilled
27,female,own,3123,car,bad,'Existing paid',Skilled
34,female,own,1501,education,bad,'Critical/other credits existing',Self-employed
27,male,own,5998,education,bad,'Critical/other credits existing',Skilled
24,male,own,2145,business,bad,'Delayed previously',Skilled
34,male,own,2864,furniture/equipment,bad,'Existing paid','Unskilled- Resident'
44,male,own,1553,furniture/equipment,bad,'All paid',Skilled
30,male,free,3349,furniture/equipment,bad,'All paid',Skilled
25,female,rent,1295,car,bad,'Existing paid',Skilled
44,female,own,5943,radio/TV,bad,'Existing paid',Skilled
23,male,own,14555,car,bad,'Existing paid','Unskilled- Non resident'
31,male,own,1928,furniture/equipment,bad,'Critical/other credits existing','Unskilled- Resident'
27,female,rent,1924,furniture/equipment,bad,'Existing paid',Skilled
25,female,rent,1882,radio/TV,bad,'Existing paid',Skilled
27,male,own,5998,education,bad,'Critical/other credits existing',Skilled
38,male,own,3914,business,bad,'Existing paid',Skilled
20,female,rent,2039,furniture/equipment,bad,'Existing paid',Skilled
26,female,own,609,business,bad,'All paid','Unskilled- Non resident'
26,female,own,1386,car,bad,'Existing paid',Skilled
23,male,own,15672,business,bad,'Existing paid',Skilled
46,male,free,6331,car,bad,'Critical/other credits existing',Skilled
27,male,free,1422,car,bad,'Existing paid',Self-employed
38,male,own,1216,radio/TV,bad,'Critical/other credits existing',Skilled
23,female,rent,1216,car,bad,'Existing paid',Skilled
52,male,own,6468,radio/TV,bad,'Existing paid',Self-employed
31,male,own,3621,radio/TV,bad,'Existing paid',Skilled
26,female,own,9960,furniture/equipment,bad,'Existing paid',Skilled
33,male,own,2359,furniture/equipment,bad,'Existing paid',Skilled
42,female,free,8318,business,bad,'No credits/all paid ',Self-employed
36,male,own,3915,business,bad,'Existing paid',Skilled
44,male,free,10127,car,bad,'Critical/other credits existing',Skilled
59,female,rent,6416,business,bad,'All paid',Skilled
34,female,own,1842,car,bad,'Existing paid',Skilled
22,female,own,1808,furniture/equipment,bad,'Delayed previously',Skilled
32,female,own,1282,radio/TV,bad,'Existing paid','Unskilled- Resident'
23,male,own,14555,car,bad,'Existing paid','Unskilled- Non resident'
41,male,own,719,education,bad,'Existing paid','Unskilled- Resident'
54,male,own,4591,business,bad,'Existing paid',Self-employed
50,male,free,6224,education,bad,'Delayed previously',Skilled
45,male,own,2303,car,bad,'Existing paid',Skilled
42,male,free,6288,education,bad,'Existing paid',Skilled
24,female,own,1237,furniture/equipment,bad,'Existing paid',Skilled
22,female,rent,433,radio/TV,bad,'Existing paid',Skilled
43,male,rent,2625,car,bad,'Critical/other credits existing',Skilled
36,male,own,3915,business,bad,'Existing paid',Skilled
50,female,free,2671,radio/TV,bad,'Existing paid',Skilled
33,male,own,2359,furniture/equipment,bad,'Existing paid',Skilled
32,female,own,1282,radio/TV,bad,'Existing paid','Unskilled- Resident'
23,female,rent,7127,furniture/equipment,bad,'Critical/other credits existing',Skilled
28,female,own,745,radio/TV,bad,'Existing paid','Unskilled- Resident'
26,female,own,10974,furniture/equipment,bad,'Existing paid',Self-employed
40,male,own,1977,education,bad,'Existing paid',Self-employed
66,male,own,766,radio/TV,bad,'Existing paid','Unskilled- Resident'
25,male,own,14421,business,bad,'No credits/all paid ',Skilled
27,male,own,3552,furniture/equipment,bad,'All paid',Skilled
31,male,rent,2302,radio/TV,bad,'Existing paid',Skilled
25,male,own,2473,furniture/equipment,bad,'Existing paid','Unskilled- Non resident'
26,female,own,9960,furniture/equipment,bad,'Existing paid',Skilled
35,female,free,1198,education,bad,'All paid',Skilled
29,female,own,915,car,bad,'Existing paid',Skilled
21,female,rent,3441,furniture/equipment,bad,'Existing paid',Skilled
37,male,own,1344,car,bad,'Critical/other credits existing','Unskilled- Resident'
60,male,own,2246,furniture/equipment,bad,'Critical/other credits existing',Skilled
37,male,free,1819,education,bad,'Existing paid',Skilled
29,female,rent,1659,radio/TV,bad,'Delayed previously','Unskilled- Resident'
37,male,own,1344,car,bad,'Critical/other credits existing','Unskilled- Resident'
26,female,rent,3114,furniture/equipment,bad,'No credits/all paid ',Skilled
53,female,own,795,education,bad,'Existing paid',Skilled
44,male,own,1553,furniture/equipment,bad,'All paid',Skilled
30,male,own,1056,car,bad,'Critical/other credits existing',Skilled
26,female,own,9960,furniture/equipment,bad,'Existing paid',Skilled
45,male,own,2303,car,bad,'Existing paid',Skilled
30,male,own,4455,business,bad,'Delayed previously',Self-employed
58,male,rent,15945,business,bad,'No credits/all paid ',Skilled
32,female,own,18424,vacation/others,bad,'No credits/all paid ',Self-employed
53,male,free,7119,furniture/equipment,bad,'No credits/all paid ',Skilled
30,male,own,1056,car,bad,'Critical/other credits existing',Skilled
23,male,own,1246,car,bad,'Existing paid','Unskilled- Resident'
34,female,free,1837,education,bad,'All paid','Unskilled- Resident'
24,female,own,626,radio/TV,bad,'All paid','Unskilled- Resident'
41,male,own,888,car,bad,'Existing paid','Unskilled- Resident'
41,male,own,2712,furniture/equipment,bad,'Existing paid',Skilled
36,male,own,884,car,bad,'Critical/other credits existing',Skilled
31,male,rent,3161,business,bad,'All paid',Skilled
29,female,own,915,car,bad,'Existing paid',Skilled
42,male,free,6288,education,bad,'Existing paid',Skilled
44,female,free,12579,car,bad,'Existing paid',Self-employed
27,male,own,8648,business,bad,'Delayed previously',Skilled
66,male,own,1908,business,bad,'Delayed previously',Self-employed
29,female,rent,1123,furniture/equipment,bad,'Existing paid','Unskilled- Resident'
37,female,rent,7685,business,bad,'All paid',Skilled
32,female,own,1282,radio/TV,bad,'Existing paid','Unskilled- Resident'
35,male,free,3386,car,bad,'Existing paid',Skilled
61,male,rent,2767,business,bad,'Existing paid','Unskilled- Resident'
31,male,own,2775,car,bad,'Critical/other credits existing',Skilled
58,female,free,6143,car,bad,'Critical/other credits existing','Unskilled- Resident'
23,male,own,14555,car,bad,'Existing paid','Unskilled- Non resident'
61,male,free,1953,business,bad,'No credits/all paid ',Self-employed
38,male,own,3914,business,bad,'Existing paid',Skilled
26,female,own,9960,furniture/equipment,bad,'Existing paid',Skilled
38,male,own,3914,business,bad,'Existing paid',Skilled
25,male,own,4746,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
25,male,own,4933,radio/TV,bad,'Critical/other credits existing',Skilled
27,male,own,3552,furniture/equipment,bad,'All paid',Skilled
25,female,rent,1295,car,bad,'Existing paid',Skilled
48,male,own,1024,radio/TV,bad,'Delayed previously',Skilled
21,female,rent,3441,furniture/equipment,bad,'Existing paid',Skilled
65,male,free,2600,radio/TV,bad,'Existing paid',Skilled
27,male,rent,7980,business,bad,'Delayed previously',Skilled
37,female,rent,7685,business,bad,'All paid',Skilled
41,male,own,2712,furniture/equipment,bad,'Existing paid',Skilled
22,female,own,5951,radio/TV,bad,'Existing paid',Skilled
25,male,own,4746,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
33,male,own,1245,radio/TV,bad,'Critical/other credits existing',Skilled
27,male,own,3552,furniture/equipment,bad,'All paid',Skilled
24,male,own,5595,radio/TV,bad,'Existing paid',Skilled
29,female,own,5003,car,bad,'No credits/all paid ',Skilled
27,male,free,1422,car,bad,'Existing paid',Self-employed
30,male,own,1823,radio/TV,bad,'Existing paid',Self-employed
44,male,own,1553,furniture/equipment,bad,'All paid',Skilled
38,male,own,3914,business,bad,'Existing paid',Skilled
61,male,rent,2767,business,bad,'Existing paid','Unskilled- Resident'
25,female,rent,2969,furniture/equipment,bad,'No credits/all paid ',Skilled
28,female,rent,2631,car,bad,'Existing paid',Skilled
25,male,own,4746,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
48,male,own,1024,radio/TV,bad,'Delayed previously',Skilled
42,male,own,2292,business,bad,'Critical/other credits existing',Self-employed
24,female,own,7408,car,bad,'Existing paid',Self-employed
34,female,own,1501,education,bad,'Critical/other credits existing',Self-employed
34,male,own,1337,radio/TV,bad,'No credits/all paid ',Self-employed
24,male,own,5595,radio/TV,bad,'Existing paid',Skilled
24,male,own,5595,radio/TV,bad,'Existing paid',Skilled
37,male,free,12389,car,bad,'Existing paid',Skilled
32,female,own,18424,vacation/others,bad,'No credits/all paid ',Self-employed
24,male,own,5595,radio/TV,bad,'Existing paid',Skilled
31,male,own,2775,car,bad,'Critical/other credits existing',Skilled
52,male,own,6468,radio/TV,bad,'Existing paid',Self-employed
46,male,free,3931,car,bad,'Existing paid',Skilled
40,male,own,4297,furniture/equipment,bad,'Delayed previously',Self-employed
24,female,rent,1275,'domestic appliances',bad,'Existing paid',Skilled
32,female,rent,1285,car,bad,'Existing paid',Skilled
39,female,own,1188,business,bad,'Existing paid',Skilled
31,male,own,2775,car,bad,'Critical/other credits existing',Skilled
30,male,own,1056,car,bad,'Critical/other credits existing',Skilled
31,male,own,3621,radio/TV,bad,'Existing paid',Skilled
40,male,own,1647,car,bad,'All paid','Unskilled- Resident'
24,female,rent,1207,car,bad,'Existing paid',Skilled
24,female,rent,1275,'domestic appliances',bad,'Existing paid',Skilled
23,male,own,900,car,bad,'Existing paid',Skilled
34,female,free,1837,education,bad,'All paid','Unskilled- Resident'
21,male,rent,902,education,bad,'Existing paid',Skilled
27,female,own,750,education,bad,'Existing paid','Unskilled- Non resident'
35,male,own,691,car,bad,'Critical/other credits existing',Skilled
31,male,own,2775,car,bad,'Critical/other credits existing',Skilled
26,female,rent,4280,business,bad,'No credits/all paid ','Unskilled- Resident'
42,male,free,7763,car,bad,'Existing paid',Self-employed
19,female,rent,1980,furniture/equipment,bad,'Existing paid',Skilled
53,male,free,4870,car,bad,'Delayed previously',Skilled
60,female,free,14782,vacation/others,bad,'All paid',Self-employed
27,male,free,1422,car,bad,'Existing paid',Self-employed
26,male,own,8229,car,bad,'Existing paid',Skilled
20,female,rent,2718,car,bad,'Existing paid','Unskilled- Resident'
57,male,free,14318,car,bad,'Existing paid',Self-employed
30,male,own,639,repairs,bad,'Existing paid',Skilled
30,male,free,3349,furniture/equipment,bad,'All paid',Skilled
27,female,rent,1924,furniture/equipment,bad,'Existing paid',Skilled
46,male,own,697,car,bad,'All paid',Skilled
28,male,own,4249,car,bad,'Critical/other credits existing',Self-employed
23,male,own,15672,business,bad,'Existing paid',Skilled
31,male,rent,3161,business,bad,'All paid',Skilled
59,female,rent,6416,business,bad,'All paid',Skilled
23,male,own,2520,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
36,male,own,884,car,bad,'Critical/other credits existing',Skilled
42,female,free,8318,business,bad,'No credits/all paid ',Self-employed
24,female,rent,433,education,bad,'All paid',Skilled
25,male,own,4746,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
44,male,free,10127,car,bad,'Critical/other credits existing',Skilled
27,female,rent,1924,furniture/equipment,bad,'Existing paid',Skilled
26,female,own,1386,car,bad,'Existing paid',Skilled
58,female,free,6143,car,bad,'Critical/other credits existing','Unskilled- Resident'
33,female,rent,3966,car,bad,'Critical/other credits existing',Skilled
49,male,own,8386,furniture/equipment,bad,'Critical/other credits existing',Skilled
33,male,own,727,radio/TV,bad,'Existing paid','Unskilled- Resident'
42,female,own,3804,radio/TV,bad,'No credits/all paid ',Skilled
53.894795,male,own,1554.18512,furniture/equipment,bad,'All paid',Skilled
31.330868,male,free,1836.548583,education,bad,'Existing paid',Skilled
26.138307,female,own,1226.085063,car,bad,'Existing paid',Skilled
24,female,rent,1226.678725,car,bad,'Existing paid',Skilled
26.913963,male,own,10971.928586,car,bad,'Existing paid',Skilled
35.064836,male,own,4436.6772,furniture/equipment,bad,'Delayed previously',Self-employed
50.583108,male,own,708.49242,car,bad,'Existing paid',Skilled
37.923151,male,own,2535.484272,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
58.350655,male,own,2225.101903,car,bad,'Critical/other credits existing',Skilled
34.384324,female,own,1279.951876,radio/TV,bad,'Existing paid','Unskilled- Resident'
31.125449,male,own,8623.122026,business,bad,'Delayed previously',Skilled
66,male,own,1908,furniture/equipment,bad,'Existing paid',Skilled
57,male,own,14318,car,bad,'Existing paid',Skilled
34.644173,male,own,3856.463839,business,bad,'Existing paid',Skilled
36.620275,male,free,1821.343757,education,bad,'Existing paid',Skilled
24.734251,female,own,1282,radio/TV,bad,'Existing paid',Skilled
43.147277,male,own,10526.67018,car,bad,'Existing paid',Skilled
33.459923,male,own,2336.017281,car,bad,'Existing paid',Skilled
25.915208,male,own,5002.431748,radio/TV,bad,'Critical/other credits existing',Skilled
45,male,own,2303,car,bad,'Existing paid',Skilled
26.096832,male,own,3448.051127,furniture/equipment,bad,'All paid',Skilled
24.113575,male,own,14488.554166,car,bad,'Existing paid',Skilled
23.821221,male,own,3028.796604,furniture/equipment,bad,'Existing paid',Skilled
37.061279,male,own,723.06839,radio/TV,bad,'Existing paid','Unskilled- Resident'
34.947543,male,own,1356.013967,car,bad,'Critical/other credits existing','Unskilled- Resident'
24.48861,male,own,2109.427173,radio/TV,bad,'Existing paid',Skilled
25,male,own,4744.011571,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
26.648737,male,own,4984.859098,radio/TV,bad,'Critical/other credits existing',Skilled
27.400823,female,own,1356.264202,car,bad,'Existing paid',Skilled
38.890829,male,own,2281.150313,car,bad,'Existing paid',Skilled
30.715887,male,own,2786.74685,car,bad,'Critical/other credits existing',Skilled
20,male,own,2039,furniture/equipment,bad,'Existing paid',Skilled
24.382296,male,own,14223.877107,car,bad,'Existing paid',Self-employed
27.478571,male,own,3118.605663,furniture/equipment,bad,'Existing paid',Skilled
26.153828,male,own,917.118052,car,bad,'Existing paid',Skilled
34.161045,female,rent,7375.8738,business,bad,'Existing paid',Skilled
24,male,own,626,radio/TV,bad,'All paid',Skilled
25,male,own,4736.997503,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
37.180875,male,own,2525.112165,radio/TV,bad,'Critical/other credits existing','Unskilled- Resident'
23.926974,female,own,1227.111425,car,bad,'Existing paid',Skilled
27,male,own,3552,furniture/equipment,bad,'All paid',Skilled
37.052514,male,own,4006.757094,business,bad,'Existing paid',Skilled
49.140872,male,free,6332.530249,education,bad,'Critical/other credits existing',Skilled
29.324755,male,own,10154.37057,furniture/equipment,bad,'Existing paid',Skilled
30.117514,female,own,1824.914391,education,bad,'Existing paid','Unskilled- Resident'
53.828844,male,own,2152.321405,radio/TV,bad,'Existing paid',Skilled
39.258826,male,free,3373.530581,furniture/equipment,bad,'All paid',Skilled
39.375115,male,own,4417.683637,furniture/equipment,bad,'Delayed previously',Self-employed
29.243071,male,own,2143.559071,radio/TV,bad,'Existing paid',Skilled
38.517924,male,own,706.884206,car,bad,'Existing paid',Skilled
28.184593,male,free,3440.760796,furniture/equipment,bad,'All paid',Skilled
37.515112,male,own,4408.683617,furniture/equipment,bad,'Delayed previously',Self-employed
22,female,own,5951,radio/TV,bad,'Critical/other credits existing',Skilled
40,male,own,1647,furniture/equipment,bad,'All paid',Skilled
26.423288,male,free,1417.281548,car,bad,'Existing paid',Self-employed
36.028369,male,own,12277.788842,furniture/equipment,bad,'Existing paid',Self-employed
26.75703,female,own,1384.626132,car,bad,'Existing paid',Skilled
29.576049,male,own,3127.198614,furniture/equipment,bad,'Existing paid',Skilled
42.3552,male,own,1539.755708,furniture/equipment,bad,'All paid',Skilled
23.847993,female,own,5954.341995,radio/TV,bad,'Critical/other credits existing',Skilled
22.976149,male,own,2119.418429,radio/TV,bad,'Existing paid',Skilled
33.704749,male,own,2847.340593,car,bad,'Critical/other credits existing',Skilled
44,male,own,1553,furniture/equipment,bad,'All paid',Skilled
40.669863,male,free,3350.052409,furniture/equipment,bad,'All paid',Skilled
31.023481,female,rent,1285.623258,car,bad,'Existing paid',Skilled
37.190528,female,own,5983.906885,radio/TV,bad,'Critical/other credits existing',Skilled
23.150815,male,own,14467.746616,car,bad,'Existing paid','Unskilled- Non resident'
